S,ID,E,N,RTK_true,depth_begin_cm,depth_end_cm,thickness,N,OC,pH,%CF,%sand,%silt,%clay,BD_f,BD_m,CaCO3_true,c_root %,f_root %,t_root%
15,B1,520470.845,4768003.128,1,0,5,0.05,0.59,7.09,NaN,59,NaN,NaN,NaN,NaN,547,0,2.28,1.94,4.22
15,B2,520470.845,4768003.128,1,5,0,0.05,0.56,6.79,NaN,48,NaN,NaN,NaN,NaN,555,0,0.56,2.64,3.20
15,B3,520470.845,4768003.128,1,10,20,0.1,0.44,5.05,NaN,46,NaN,NaN,NaN,NaN,611,0,0.36,0.87,1.23
15,B4,520470.845,4768003.128,1,20,30,0.1,0.39,4.34,NaN,45,NaN,NaN,NaN,NaN,642,0,0.24,0.29,0.54
15,C1,520472.633,4768011.682,1,0,5,0.05,0.42,4.65,NaN,53,NaN,NaN,NaN,NaN,627,0,2.23,1.64,3.87
15,C2,520472.633,4768011.682,1,5,0,0.05,0.39,4.41,NaN,50,NaN,NaN,NaN,NaN,638,0,0.28,0.58,0.86
15,C3,520472.633,4768011.682,1,10,20,0.1,0.47,5.26,NaN,51,NaN,NaN,NaN,NaN,603,0,0.06,0.56,0.61
15,C4,520472.633,4768011.682,1,20,30,0.1,0.38,4.32,NaN,45,NaN,NaN,NaN,NaN,642,0,0.12,0.55,0.67
15,D1,520472.535,4768012.46,1,0,5,0.05,0.48,5.84,NaN,1,NaN,NaN,NaN,NaN,583,0,6.74,2.59,9.33
15,D2,520472.535,4768012.46,1,5,0,0.05,0.43,5.09,NaN,40,NaN,NaN,NaN,NaN,609,0,0.46,1.77,2.24
15,D3,520472.535,4768012.46,1,10,20,0.1,0.53,6.50,NaN,43,NaN,NaN,NaN,NaN,563,0,0.75,1.36,2.11
15,D4,520472.535,4768012.46,1,20,30,0.1,0.38,4.28,NaN,44,NaN,NaN,NaN,NaN,645,0,0.75,0.38,1.13
15,E1,520461.89,4767988.953,1,0,5,0.05,0.58,7.60,NaN,59,NaN,NaN,NaN,NaN,535,0,2.41,2.28,4.70
15,E2,520461.89,4767988.953,1,5,0,0.05,0.53,6.84,NaN,59,NaN,NaN,NaN,NaN,554,0,0.77,1.19,1.96
15,E3,520461.89,4767988.953,1,10,20,0.1,0.39,4.00,NaN,56,NaN,NaN,NaN,NaN,659,0,0.18,0.85,1.02
15,E4,520461.89,4767988.953,1,20,30,0.1,0.28,3.13,NaN,43,NaN,NaN,NaN,NaN,713,0,0.13,0.29,0.42
15,F1,520461.043,4767988.377,1,0,5,0.05,0.52,6.04,NaN,50,NaN,NaN,NaN,NaN,576,0,3.22,0.78,4.00
15,F2,520461.043,4767988.377,1,5,0,0.05,0.44,4.94,NaN,58,NaN,NaN,NaN,NaN,615,0,0.17,0.47,0.64
15,F3,520461.043,4767988.377,1,10,20,0.1,0.39,4.50,NaN,51,NaN,NaN,NaN,NaN,634,0,0.19,0.24,0.42
15,F4,520461.043,4767988.377,1,20,30,0.1,0.32,3.52,NaN,49,NaN,NaN,NaN,NaN,687,0,0.07,0.14,0.21
15,G1,520442.356,4768002.955,1,0,5,0.05,0.48,6.20,NaN,52,NaN,NaN,NaN,NaN,571,0,1.40,1.76,3.16
15,G2,520442.356,4768002.955,1,5,0,0.05,0.50,5.79,NaN,50,NaN,NaN,NaN,NaN,584,0,0.74,0.66,1.40
15,G3,520442.356,4768002.955,1,10,20,0.1,0.36,4.05,NaN,56,NaN,NaN,NaN,NaN,656,0,0.63,0.30,0.92
15,G4,520442.356,4768002.955,1,20,30,0.1,0.31,3.20,NaN,45,NaN,NaN,NaN,NaN,708,0,0.10,0.17,0.27
15,H1,520443.285,4768003.405,1,0,5,0.05,0.52,6.19,NaN,61,NaN,NaN,NaN,NaN,572,0,1.70,1.20,2.90
15,H2,520443.285,4768003.405,1,5,0,0.05,0.52,6.03,NaN,53,NaN,NaN,NaN,NaN,577,0,0.40,0.79,1.18
15,H3,520443.285,4768003.405,1,10,20,0.1,0.36,4.06,NaN,47,NaN,NaN,NaN,NaN,656,0,0.14,0.52,0.66
15,H4,520443.285,4768003.405,1,20,30,0.1,0.35,3.61,NaN,48,NaN,NaN,NaN,NaN,681,0,0.10,0.30,0.40
15,I1,520481.094,4768021.646,1,0,5,0.05,0.52,6.46,NaN,45,NaN,NaN,NaN,NaN,564,0,1.45,NaN,NaN
15,I2,520481.094,4768021.646,1,5,0,0.05,0.41,5.02,NaN,41,NaN,NaN,NaN,NaN,612,0,0.35,0.36,0.71
15,I3,520481.094,4768021.646,1,10,20,0.1,0.41,5.19,NaN,43,NaN,NaN,NaN,NaN,605,0,0.70,0.18,0.88
15,I4,520481.094,4768021.646,1,20,30,0.1,0.32,3.81,NaN,50,NaN,NaN,NaN,NaN,669,0,0.16,0.13,0.29
15,J1,520480.946,4768022.325,1,0,5,0.05,0.61,7.81,NaN,50,NaN,NaN,NaN,NaN,530,0,2.13,1.89,4.02
15,J2,520480.946,4768022.325,1,5,0,0.05,0.49,6.04,NaN,44,NaN,NaN,NaN,NaN,576,0,0.39,0.00,0.39
15,J3,520480.946,4768022.325,1,10,20,0.1,0.35,4.36,NaN,38,NaN,NaN,NaN,NaN,641,0,0.29,0.25,0.54
15,J4,520480.946,4768022.325,1,20,30,0.1,0.34,4.10,NaN,40,NaN,NaN,NaN,NaN,654,0,0.35,0.33,0.69
16,A1A,515955.315,4781443.165,1,0,5,0.05,0.17,1.65,NaN,NaN,NaN,NaN,NaN,NaN,1316,0,NaN,0.43,NaN
16,A2A,515955.315,4781443.165,1,5,0,0.05,0.14,1.22,NaN,NaN,NaN,NaN,NaN,NaN,1376,0,NaN,0.36,NaN
16,A3A,515955.315,4781443.165,1,10,20,0.1,0.12,1.09,NaN,NaN,NaN,NaN,NaN,1169,1399,0,NaN,0.20,NaN
16,A1B,515955.315,4781443.165,1,0,5,0.05,0.09,1.01,NaN,15,NaN,NaN,NaN,NaN,1415,0,0.61,0.43,1.05
16,A2B,515955.315,4781443.165,1,5,0,0.05,0.09,1.05,NaN,16,NaN,NaN,NaN,NaN,1408,0,1.76,0.21,1.96
16,A3B,515955.315,4781443.165,1,10,20,0.1,0.11,1.45,NaN,54,NaN,NaN,NaN,1308,1342,0,1.36,0.49,1.86
16,A1C,515955.315,4781443.165,1,0,5,0.05,0.07,0.79,6.76,14,0.79,0.18,0.04,NaN,1468,0,0.05,0.10,0.15
16,A2C,515955.315,4781443.165,1,5,0,0.05,0.07,0.59,7.07,18,0.80,0.14,0.06,NaN,1533,0,0.04,0.04,0.08
16,A3C,515955.315,4781443.165,1,10,20,0.1,0.06,0.70,7.04,29,0.78,0.15,0.07,1297,1495,0,0.09,0.05,0.14
16,A4C,515955.315,4781443.165,1,20,30,0.1,0.06,0.65,7.07,33,0.76,0.16,0.08,NaN,1512,0,0.04,0.03,0.07
16,B1,515956.349,4781444.97,1,0,5,0.05,0.20,2.15,NaN,13,NaN,NaN,NaN,NaN,1266,0,3.59,1.17,4.77
16,B2,515956.349,4781444.97,1,5,0,0.05,0.09,0.78,NaN,15,NaN,NaN,NaN,NaN,1471,0,0.86,0.40,1.27
16,B3,515956.349,4781444.97,1,10,20,0.1,0.09,0.57,NaN,49,NaN,NaN,NaN,NaN,1541,0,0.14,0.03,0.17
16,B4,515956.349,4781444.97,1,20,30,0.1,0.09,0.44,NaN,73,NaN,NaN,NaN,NaN,1601,0,0.02,0.12,0.14
16,C1,515965.94,4781449.629,1,0,5,0.05,0.10,0.91,NaN,18,NaN,NaN,NaN,NaN,1439,0,0.18,NaN,NaN
16,C2,515965.94,4781449.629,1,5,0,0.05,0.10,0.89,NaN,20,NaN,NaN,NaN,NaN,1443,0,0.04,NaN,NaN
16,C3,515965.94,4781449.629,1,10,20,0.1,0.07,0.64,NaN,44,NaN,NaN,NaN,NaN,1516,0,0.05,0.11,0.16
16,C4,515965.94,4781449.629,1,20,30,0.1,0.06,0.49,NaN,40,NaN,NaN,NaN,NaN,1576,0,0.01,0.04,0.05
16,D1,515966.273,4781449.145,1,0,5,0.05,0.13,1.38,NaN,23,NaN,NaN,NaN,NaN,1352,0,1.10,0.55,1.65
16,D2,515966.273,4781449.145,1,5,0,0.05,0.12,1.01,NaN,32,NaN,NaN,NaN,NaN,1416,0,0.46,0.12,0.58
16,D3,515966.273,4781449.145,1,10,20,0.1,0.08,0.71,NaN,40,NaN,NaN,NaN,NaN,1490,0,0.05,0.11,0.16
16,D4,515966.273,4781449.145,1,20,30,0.1,0.08,0.51,NaN,34,NaN,NaN,NaN,NaN,1566,0,0.07,0.10,0.18
16,E1,515966.853,4781428.792,1,0,5,0.05,0.10,0.80,NaN,14,NaN,NaN,NaN,NaN,1466,0,0.53,NaN,NaN
16,E2,515966.853,4781428.792,1,5,0,0.05,0.09,0.57,NaN,15,NaN,NaN,NaN,NaN,1541,0,0.15,NaN,NaN
16,E3,515966.853,4781428.792,1,10,20,0.1,0.07,0.48,NaN,18,NaN,NaN,NaN,NaN,1579,0,0.02,NaN,NaN
16,E4,515966.853,4781428.792,1,20,30,0.1,0.09,0.57,NaN,18,NaN,NaN,NaN,NaN,1540,0,0.01,NaN,NaN
16,F1,515966.151,4781428.428,1,0,5,0.05,0.17,1.65,NaN,17,NaN,NaN,NaN,NaN,1316,0,9.99,NaN,NaN
16,F2,515966.151,4781428.428,1,5,0,0.05,0.15,0.77,NaN,19,NaN,NaN,NaN,NaN,1473,0,0.26,NaN,NaN
16,F3,515966.151,4781428.428,1,10,20,0.1,0.09,0.57,NaN,15,NaN,NaN,NaN,NaN,1539,0,0.05,NaN,NaN
16,F4,515966.151,4781428.428,1,20,30,0.1,0.09,0.49,NaN,18,NaN,NaN,NaN,NaN,1578,0,0.02,NaN,NaN
16,G1,515949.22,4781433.815,1,0,5,0.05,0.24,2.57,NaN,12,NaN,NaN,NaN,NaN,1233,0,12.93,NaN,NaN
16,G2,515949.22,4781433.815,1,5,0,0.05,0.12,1.16,NaN,19,NaN,NaN,NaN,NaN,1387,0,0.40,NaN,NaN
16,G3,515949.22,4781433.815,1,10,20,0.1,0.09,0.67,NaN,17,NaN,NaN,NaN,NaN,1503,0,0.06,NaN,NaN
16,G4,515949.22,4781433.815,1,20,30,0.1,0.11,0.60,NaN,21,NaN,NaN,NaN,NaN,1528,0,0.03,NaN,NaN
16,H1,515949.699,4781432.982,1,0,5,0.05,0.16,1.46,NaN,13,NaN,NaN,NaN,NaN,1340,0,7.84,NaN,NaN
16,H2,515949.699,4781432.982,1,5,0,0.05,0.17,1.04,NaN,12,NaN,NaN,NaN,NaN,1409,0,0.72,NaN,NaN
16,H3,515949.699,4781432.982,1,10,20,0.1,0.13,1.07,NaN,16,NaN,NaN,NaN,NaN,1404,0,0.33,0.12,0.46
16,H4,515949.699,4781432.982,1,20,30,0.1,0.09,0.58,NaN,18,NaN,NaN,NaN,NaN,1535,0,0.08,NaN,NaN
16,I1,515938.666,4781454.257,1,0,5,0.05,0.12,0.60,NaN,13,NaN,NaN,NaN,NaN,1531,0,0.18,0.10,0.28
16,I2,515938.666,4781454.257,1,5,0,0.05,0.08,0.62,NaN,12,NaN,NaN,NaN,NaN,1522,0,0.07,0.05,0.13
16,I3,515938.666,4781454.257,1,10,20,0.1,0.08,0.54,NaN,17,NaN,NaN,NaN,NaN,1552,0,0.03,0.03,0.06
16,I4,515938.666,4781454.257,1,20,30,0.1,0.08,0.49,NaN,20,NaN,NaN,NaN,NaN,1573,0,0.04,0.06,0.10
16,J1,515937.839,4781454.748,1,0,5,0.05,0.10,0.99,NaN,13,NaN,NaN,NaN,NaN,1420,0,0.81,0.27,1.09
16,J2,515937.839,4781454.748,1,5,0,0.05,0.10,0.61,NaN,14,NaN,NaN,NaN,NaN,1525,0,0.06,0.03,0.10
16,J3,515937.839,4781454.748,1,10,20,0.1,0.07,0.49,NaN,16,NaN,NaN,NaN,NaN,1574,0,0.06,0.01,0.08
16,J4,515937.839,4781454.748,1,20,30,0.1,0.10,0.54,NaN,14,NaN,NaN,NaN,NaN,1554,0,0.03,0.05,0.08
17,A1A,518210.044,4789563.739,0,0,5,0.05,0.08,0.56,7.21,25,NaN,NaN,NaN,NaN,1244,0,0.05,0.06,0.11
17,A2A,518210.044,4789563.739,0,5,0,0.05,0.05,0.40,7.36,16,NaN,NaN,NaN,NaN,1391,0,0.02,0.09,0.12
17,A3A,518210.044,4789563.739,0,10,20,0.1,0.07,0.33,7.25,17,NaN,NaN,NaN,981,1476,0,0.00,0.02,0.02
17,A4A,518210.044,4789563.739,0,20,30,0.1,0.05,0.41,7.14,26,NaN,NaN,NaN,NaN,1373,0,0.08,0.01,0.08
17,A5A,518210.044,4789563.739,0,30,40,0.1,0.07,NaN,7.31,38,NaN,NaN,NaN,NaN,1469,0,0.02,0.01,0.04
17,A6A,518210.044,4789563.739,0,40,50,0.1,0.08,NaN,7.56,35,0.39,0.58,0.03,NaN,1419,0,0.01,0.02,0.03
17,A1B,518210.044,4789563.739,0,0,5,0.05,0.04,0.53,NaN,20,NaN,NaN,NaN,NaN,1266,0,0.27,0.20,0.47
17,A2B,518210.044,4789563.739,0,5,0,0.05,0.03,0.40,NaN,29,NaN,NaN,NaN,NaN,1391,0,0.03,0.11,0.14
17,A3B,518210.044,4789563.739,0,10,20,0.1,0.03,0.35,NaN,33,NaN,NaN,NaN,913,1456,0,0.09,0.10,0.18
17,A4B,518210.044,4789563.739,0,20,30,0.1,0.06,0.37,NaN,38,NaN,NaN,NaN,NaN,1420,0,0.03,0.06,0.09
17,A5B,518210.044,4789563.739,0,30,40,0.1,0.04,NaN,NaN,54,NaN,NaN,NaN,NaN,1514,0,0.01,0.08,0.09
17,A6B,518210.044,4789563.739,0,40,50,0.1,0.03,NaN,NaN,38,NaN,NaN,NaN,NaN,1457,0,0.00,0.07,0.07
17,A1C,518210.044,4789563.739,0,0,5,0.05,0.06,0.50,NaN,76,NaN,NaN,NaN,NaN,1295,0,0.02,0.14,0.16
17,A2C,518210.044,4789563.739,0,5,0,0.05,0.06,0.40,NaN,19,NaN,NaN,NaN,NaN,1388,0,0.02,0.34,0.36
17,A3C,518210.044,4789563.739,0,10,20,0.1,0.04,0.37,NaN,14,NaN,NaN,NaN,1212,1419,0,0.02,0.12,0.14
17,A4C,518210.044,4789563.739,0,20,30,0.1,0.05,0.42,NaN,26,NaN,NaN,NaN,NaN,1366,0,0.01,0.09,0.10
17,A5C,518210.044,4789563.739,0,30,40,0.1,0.04,NaN,NaN,35,NaN,NaN,NaN,NaN,1437,0,0.02,0.09,0.11
17,A6C,518210.044,4789563.739,0,40,50,0.1,0.04,NaN,NaN,27,NaN,NaN,NaN,NaN,1447,0,0.06,0.06,0.12
17,B1,518209.044,4789562.739,0,0,5,0.05,0.07,1.30,NaN,54,NaN,NaN,NaN,NaN,947,0,2.00,0.61,2.62
17,B2,518209.044,4789562.739,0,5,0,0.05,0.04,0.64,NaN,32,NaN,NaN,NaN,NaN,1190,0,0.10,0.22,0.33
17,B3,518209.044,4789562.739,0,10,20,0.1,0.02,0.49,NaN,22,NaN,NaN,NaN,NaN,1299,0,0.26,0.16,0.42
17,B4,518209.044,4789562.739,0,20,30,0.1,0.18,0.43,NaN,29,NaN,NaN,NaN,NaN,1358,0,0.06,0.07,0.13
17,C1,518221.214,4789586.659,0,0,5,0.05,0.06,0.65,NaN,53,NaN,NaN,NaN,NaN,1187,0,0.12,0.36,0.48
17,C2,518221.214,4789586.659,0,5,0,0.05,0.10,0.69,NaN,35,NaN,NaN,NaN,NaN,1164,0,0.07,0.23,0.29
17,C3,518221.214,4789586.659,0,10,20,0.1,0.09,0.67,NaN,56,NaN,NaN,NaN,NaN,1175,0,0.11,0.12,0.23
17,C4,518221.214,4789586.659,0,20,30,0.1,0.11,0.80,NaN,66,NaN,NaN,NaN,NaN,1111,0,0.03,0.09,0.12
17,D1,518220.714,4789587.259,0,0,5,0.05,0.12,0.99,NaN,43,NaN,NaN,NaN,NaN,1035,0,0.22,1.00,1.22
17,D2,518220.714,4789587.259,0,5,0,0.05,0.23,0.62,NaN,35,NaN,NaN,NaN,NaN,1204,0,0.09,0.31,0.40
17,D3,518220.714,4789587.259,0,10,20,0.1,0.06,0.61,NaN,32,NaN,NaN,NaN,NaN,1215,0,0.12,0.19,0.30
17,D4,518220.714,4789587.259,0,20,30,0.1,0.09,0.65,NaN,57,NaN,NaN,NaN,NaN,1190,0,0.05,0.17,0.22
17,E1,518216.224,4789553.449,0,0,5,0.05,0.07,0.44,NaN,60,NaN,NaN,NaN,NaN,1348,0,0.08,0.24,0.32
17,E2,518216.224,4789553.449,0,5,0,0.05,0.08,0.49,NaN,33,NaN,NaN,NaN,NaN,1304,0,0.06,0.10,0.16
17,E3,518216.224,4789553.449,0,10,20,0.1,0.20,0.43,NaN,24,NaN,NaN,NaN,NaN,1360,0,0.38,0.07,0.45
17,E4,518216.224,4789553.449,0,20,30,0.1,0.05,0.36,NaN,37,NaN,NaN,NaN,NaN,1439,0,0.00,NaN,NaN
17,F1,518217.224,4789552.699,0,0,5,0.05,0.17,1.49,NaN,24,NaN,NaN,NaN,NaN,907,0,3.07,1.09,4.16
17,F2,518217.224,4789552.699,0,5,0,0.05,0.12,1.02,NaN,32,NaN,NaN,NaN,NaN,1024,0,0.08,0.34,0.42
17,F3,518217.224,4789552.699,0,10,20,0.1,0.11,0.54,NaN,19,NaN,NaN,NaN,NaN,1257,0,0.26,0.13,0.39
17,F4,518217.224,4789552.699,0,20,30,0.1,0.03,0.29,NaN,46,NaN,NaN,NaN,NaN,1545,0,0.06,0.04,0.10
17,G1,518205.214,4789562.449,0,0,5,0.05,0.10,0.81,NaN,17,NaN,NaN,NaN,NaN,1106,0,0.18,0.42,0.61
17,G2,518205.214,4789562.449,0,5,0,0.05,0.17,0.85,NaN,17,NaN,NaN,NaN,NaN,1089,0,0.15,0.47,0.62
17,G3,518205.214,4789562.449,0,10,20,0.1,0.09,0.68,NaN,12,NaN,NaN,NaN,NaN,1170,0,0.08,0.15,0.23
17,G4,518205.214,4789562.449,0,20,30,0.1,0.09,0.66,NaN,43,NaN,NaN,NaN,NaN,1181,0,0.23,0.17,0.40
17,H1,518203.714,4789563.449,0,0,5,0.05,0.19,1.14,NaN,15,NaN,NaN,NaN,NaN,991,0,0.43,0.33,0.76
17,H2,518203.714,4789563.449,0,5,0,0.05,0.11,0.88,NaN,12,NaN,NaN,NaN,NaN,1075,0,0.32,0.27,0.59
17,H3,518203.714,4789563.449,0,10,20,0.1,0.10,0.73,NaN,44,NaN,NaN,NaN,NaN,1145,0,0.11,0.33,0.44
17,H4,518203.714,4789563.449,0,20,30,0.1,0.08,0.73,NaN,55,NaN,NaN,NaN,NaN,1145,0,0.11,0.90,1.01
17,I1,518205.644,4789580.139,0,0,5,0.05,0.22,0.74,NaN,75,NaN,NaN,NaN,NaN,1137,0,0.04,0.61,0.65
17,I2,518205.644,4789580.139,0,5,0,0.05,0.09,0.64,NaN,21,NaN,NaN,NaN,NaN,1194,0,0.02,0.21,0.23
17,I3,518205.644,4789580.139,0,10,20,0.1,0.16,0.51,NaN,23,NaN,NaN,NaN,NaN,1282,0,0.03,0.24,0.28
17,I4,518205.644,4789580.139,0,20,30,0.1,0.08,0.51,NaN,52,NaN,NaN,NaN,NaN,1287,0,0.03,0.05,0.08
17,J1,518204.644,4789581.139,0,0,5,0.05,0.11,1.09,NaN,14,NaN,NaN,NaN,NaN,1004,0,0.50,0.82,1.31
17,J2,518204.644,4789581.139,0,5,0,0.05,0.25,0.75,NaN,20,NaN,NaN,NaN,NaN,1135,0,0.08,0.00,0.08
17,J3,518204.644,4789581.139,0,10,20,0.1,0.07,0.56,NaN,37,NaN,NaN,NaN,NaN,1247,0,0.29,0.17,0.45
17,J4,518204.644,4789581.139,0,20,30,0.1,0.08,0.54,NaN,30,NaN,NaN,NaN,NaN,1259,0,0.07,0.15,0.22
18,A1A,519564.677,4768206.715,1,0,5,0.05,0.20,2.72,5.90,41,0.41,0.52,0.06,NaN,746,0,0.42,0.72,1.14
18,A2A,519564.677,4768206.715,1,5,0,0.05,0.26,3.27,5.64,43,0.40,0.54,0.06,NaN,703,0,0.11,NaN,NaN
18,A3A,519564.677,4768206.715,1,10,20,0.1,0.20,2.41,5.68,42,NaN,NaN,NaN,NaN,777,0,0.30,0.89,1.19
18,A4A,519564.677,4768206.715,1,20,30,0.1,0.14,1.54,6.06,45,0.35,0.57,0.08,NaN,897,0,0.03,0.21,0.24
18,A5A,519564.677,4768206.715,1,30,40,0.1,0.10,NaN,6.09,53,NaN,NaN,NaN,NaN,991,0,0.06,0.41,0.47
18,A6A,519564.677,4768206.715,1,40,50,0.1,0.08,NaN,6.16,44,NaN,NaN,NaN,NaN,1091,0,0.04,NaN,NaN
18,A1B,519564.677,4768206.715,1,0,5,0.05,0.27,3.43,NaN,44,NaN,NaN,NaN,NaN,693,0,0.09,0.76,0.85
18,A2B,519564.677,4768206.715,1,5,0,0.05,0.23,3.03,NaN,45,NaN,NaN,NaN,NaN,721,0,0.08,0.45,0.53
18,A3B,519564.677,4768206.715,1,10,20,0.1,0.17,2.01,NaN,50,NaN,NaN,NaN,NaN,823,0,0.03,0.35,0.37
18,A4B,519564.677,4768206.715,1,20,30,0.1,0.12,1.37,NaN,39,NaN,NaN,NaN,NaN,932,0,0.02,0.18,0.20
18,A5B,519564.677,4768206.715,1,30,40,0.1,0.07,NaN,NaN,42,NaN,NaN,NaN,NaN,1131,0,0.03,0.09,0.12
18,A6B,519564.677,4768206.715,1,40,50,0.1,0.06,NaN,NaN,43,NaN,NaN,NaN,NaN,1165,0,0.09,0.08,0.17
18,A1C,519564.677,4768206.715,1,0,5,0.05,0.21,2.65,NaN,43,NaN,NaN,NaN,NaN,752,0,0.64,1.31,1.95
18,A2C,519564.677,4768206.715,1,5,0,0.05,0.23,2.75,NaN,42,NaN,NaN,NaN,NaN,744,0,0.12,0.33,0.45
18,A3C,519564.677,4768206.715,1,10,20,0.1,0.12,1.17,NaN,36,NaN,NaN,NaN,NaN,980,0,0.09,0.07,0.16
18,A4C,519564.677,4768206.715,1,20,30,0.1,0.13,1.35,NaN,46,NaN,NaN,NaN,NaN,938,0,0.07,0.22,0.29
18,A5C,519564.677,4768206.715,1,30,40,0.1,0.10,NaN,NaN,50,NaN,NaN,NaN,NaN,1023,0,0.13,0.12,0.24
18,A6C,519564.677,4768206.715,1,40,50,0.1,0.08,NaN,NaN,53,NaN,NaN,NaN,NaN,1135,0,0.04,NaN,NaN
18,B1,519564.618,4768209.905,1,0,5,0.05,0.32,4.46,NaN,51,NaN,NaN,NaN,NaN,636,0,1.02,1.75,2.77
18,B2,519564.618,4768209.905,1,5,0,0.05,0.21,2.79,NaN,54,NaN,NaN,NaN,NaN,740,0,0.37,0.57,0.94
18,B3,519564.618,4768209.905,1,10,20,0.1,0.14,1.71,NaN,45,NaN,NaN,NaN,NaN,867,0,0.18,0.29,0.48
18,B4,519564.618,4768209.905,1,20,30,0.1,0.11,1.28,NaN,44,NaN,NaN,NaN,NaN,953,0,0.14,0.24,0.39
18,C1,519576.838,4768204.132,1,0,5,0.05,0.28,3.50,NaN,56,NaN,NaN,NaN,NaN,688,0,0.22,0.69,0.91
18,C2,519576.838,4768204.132,1,5,0,0.05,0.30,2.74,NaN,56,NaN,NaN,NaN,NaN,744,0,0.25,1.29,1.53
18,C3,519576.838,4768204.132,1,10,20,0.1,0.19,2.02,NaN,44,NaN,NaN,NaN,NaN,822,0,0.23,0.40,0.62
18,C4,519576.838,4768204.132,1,20,30,0.1,0.18,1.69,NaN,50,NaN,NaN,NaN,NaN,871,0,0.14,0.31,0.45
18,D1,519575.883,4768203.169,1,0,5,0.05,0.28,3.36,NaN,52,NaN,NaN,NaN,NaN,697,0,0.26,0.50,0.76
18,D2,519575.883,4768203.169,1,5,0,0.05,0.24,2.86,NaN,55,NaN,NaN,NaN,NaN,734,0,0.07,0.16,0.23
18,D3,519575.883,4768203.169,1,10,20,0.1,0.26,1.86,NaN,41,NaN,NaN,NaN,NaN,844,0,0.22,0.27,0.49
18,D4,519575.883,4768203.169,1,20,30,0.1,0.19,1.57,NaN,47,NaN,NaN,NaN,NaN,892,0,0.12,0.32,0.45
18,E1,519573.032,4768189.565,1,0,5,0.05,0.51,7.52,NaN,39,NaN,NaN,NaN,NaN,537,0,2.10,1.44,3.54
18,E2,519573.032,4768189.565,1,5,0,0.05,0.42,5.77,NaN,49,NaN,NaN,NaN,NaN,585,0,0.44,0.81,1.25
18,E3,519573.032,4768189.565,1,10,20,0.1,0.26,2.46,NaN,46,NaN,NaN,NaN,NaN,771,0,0.24,0.36,0.61
18,E4,519573.032,4768189.565,1,20,30,0.1,0.19,2.09,NaN,45,NaN,NaN,NaN,NaN,813,0,0.18,0.35,0.53
18,F1,519572.043,4768190.001,1,0,5,0.05,0.34,4.85,NaN,58,NaN,NaN,NaN,NaN,619,0,0.53,2.01,2.53
18,F2,519572.043,4768190.001,1,5,0,0.05,0.36,4.99,NaN,61,NaN,NaN,NaN,NaN,613,0,0.32,1.21,1.53
18,F3,519572.043,4768190.001,1,10,20,0.1,0.24,2.85,NaN,50,NaN,NaN,NaN,NaN,735,0,0.15,0.67,0.82
18,F4,519572.043,4768190.001,1,20,30,0.1,0.19,2.03,NaN,47,NaN,NaN,NaN,NaN,820,0,0.13,0.46,0.59
18,G1,519558.393,4768205.447,1,0,5,0.05,0.34,4.28,NaN,47,NaN,NaN,NaN,NaN,644,0,0.78,1.33,2.11
18,G2,519558.393,4768205.447,1,5,0,0.05,0.26,2.82,NaN,40,NaN,NaN,NaN,NaN,737,0,0.15,0.39,0.54
18,G3,519558.393,4768205.447,1,10,20,0.1,0.18,1.70,NaN,46,NaN,NaN,NaN,NaN,868,0,0.21,0.18,0.39
18,G4,519558.393,4768205.447,1,20,30,0.1,0.22,1.62,NaN,47,NaN,NaN,NaN,NaN,884,0,0.07,0.49,0.56
18,H1,519557.071,4768205.666,1,0,5,0.05,0.42,5.72,NaN,37,NaN,NaN,NaN,NaN,586,0,3.20,3.02,6.22
18,H2,519557.071,4768205.666,1,5,0,0.05,0.24,2.77,NaN,33,NaN,NaN,NaN,NaN,742,0,0.24,0.44,0.67
18,H3,519557.071,4768205.666,1,10,20,0.1,0.18,1.69,NaN,41,NaN,NaN,NaN,NaN,872,0,0.28,0.19,0.47
18,H4,519557.071,4768205.666,1,20,30,0.1,0.15,1.45,NaN,43,NaN,NaN,NaN,NaN,915,0,0.41,0.22,0.62
18,I1,519546.662,4768210.637,1,0,5,0.05,0.27,3.26,NaN,42,NaN,NaN,NaN,NaN,704,0,0.39,1.25,1.64
18,I2,519546.662,4768210.637,1,5,0,0.05,0.21,2.43,NaN,33,NaN,NaN,NaN,NaN,774,0,0.44,0.81,1.25
18,I3,519546.662,4768210.637,1,10,20,0.1,0.18,1.69,NaN,34,NaN,NaN,NaN,NaN,870,0,0.43,0.63,1.06
18,I4,519546.662,4768210.637,1,20,30,0.1,0.19,1.29,NaN,44,NaN,NaN,NaN,NaN,950,0,0.33,0.33,0.66
18,J1,519547.11,4768210.937,1,0,5,0.05,0.31,4.37,NaN,35,NaN,NaN,NaN,NaN,640,0,2.55,1.30,3.84
18,J2,519547.11,4768210.937,1,5,0,0.05,0.29,3.77,NaN,42,NaN,NaN,NaN,NaN,671,0,0.66,1.02,1.68
18,J3,519547.11,4768210.937,1,10,20,0.1,0.18,1.88,NaN,42,NaN,NaN,NaN,NaN,841,0,0.56,0.42,0.98
18,J4,519547.11,4768210.937,1,20,30,0.1,0.21,1.73,NaN,57,NaN,NaN,NaN,NaN,863,0,0.24,0.50,0.73
19,A1A,517096.474,4768455.247,1,0,5,0.05,0.60,8.70,5.53,24,0.54,0.31,0.15,NaN,512,0,5.98,NaN,NaN
